" ""ilu"" : 4"," ""datetime"" : { ""$date"" : ""2015-07-07T01:35:54.925+0900"" }"," ""time"" : ""16:35:54.925"""," ""rssi"" : -51 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T16:01:10.551+0900"" }"," ""time"" : ""07:01:10.551"""," ""rssi"" : -69 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T16:00:10.661+0900"" }"," ""time"" : ""07:00:10.661"""," ""rssi"" : -69 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:59:10.759+0900"" }"," ""time"" : ""06:59:10.759"""," ""rssi"" : -68 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:58:10.850+0900"" }"," ""time"" : ""06:58:10.850"""," ""rssi"" : -66 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:57:10.945+0900"" }"," ""time"" : ""06:57:10.945"""," ""rssi"" : -65 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:56:11.039+0900"" }"," ""time"" : ""06:56:11.039"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:55:11.140+0900"" }"," ""time"" : ""06:55:11.140"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:54:11.249+0900"" }"," ""time"" : ""06:54:11.249"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:53:11.356+0900"" }"," ""time"" : ""06:53:11.356"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:52:11.463+0900"" }"," ""time"" : ""06:52:11.463"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:51:11.555+0900"" }"," ""time"" : ""06:51:11.555"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:50:11.658+0900"" }"," ""time"" : ""06:50:11.658"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:49:11.754+0900"" }"," ""time"" : ""06:49:11.754"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:48:11.849+0900"" }"," ""time"" : ""06:48:11.849"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:47:11.933+0900"" }"," ""time"" : ""06:47:11.933"""," ""rssi"" : -65 }"
" ""ilu"" : 690"," ""datetime"" : { ""$date"" : ""2015-07-03T15:46:12.036+0900"" }"," ""time"" : ""06:46:12.036"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:45:12.980+0900"" }"," ""time"" : ""06:45:12.980"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:44:13.154+0900"" }"," ""time"" : ""06:44:13.154"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:43:13.337+0900"" }"," ""time"" : ""06:43:13.337"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:42:13.518+0900"" }"," ""time"" : ""06:42:13.518"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:41:13.703+0900"" }"," ""time"" : ""06:41:13.703"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:40:13.877+0900"" }"," ""time"" : ""06:40:13.877"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:39:14.052+0900"" }"," ""time"" : ""06:39:14.052"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:38:14.210+0900"" }"," ""time"" : ""06:38:14.210"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:37:14.393+0900"" }"," ""time"" : ""06:37:14.393"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:36:14.581+0900"" }"," ""time"" : ""06:36:14.581"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:35:14.746+0900"" }"," ""time"" : ""06:35:14.746"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:34:14.895+0900"" }"," ""time"" : ""06:34:14.895"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:33:15.068+0900"" }"," ""time"" : ""06:33:15.068"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:32:14.505+0900"" }"," ""time"" : ""06:32:14.505"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:31:14.599+0900"" }"," ""time"" : ""06:31:14.599"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:30:14.708+0900"" }"," ""time"" : ""06:30:14.708"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:29:14.795+0900"" }"," ""time"" : ""06:29:14.795"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:28:14.892+0900"" }"," ""time"" : ""06:28:14.892"""," ""rssi"" : -63 }"
" ""ilu"" : 693"," ""datetime"" : { ""$date"" : ""2015-07-03T15:27:14.995+0900"" }"," ""time"" : ""06:27:14.995"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:26:15.099+0900"" }"," ""time"" : ""06:26:15.099"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:25:15.196+0900"" }"," ""time"" : ""06:25:15.196"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:24:15.305+0900"" }"," ""time"" : ""06:24:15.305"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:23:15.402+0900"" }"," ""time"" : ""06:23:15.402"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:22:15.522+0900"" }"," ""time"" : ""06:22:15.522"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:21:15.626+0900"" }"," ""time"" : ""06:21:15.626"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:19:15.849+0900"" }"," ""time"" : ""06:19:15.849"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:17:16.079+0900"" }"," ""time"" : ""06:17:16.079"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T15:15:16.335+0900"" }"," ""time"" : ""06:15:16.335"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:13:16.574+0900"" }"," ""time"" : ""06:13:16.574"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:11:16.819+0900"" }"," ""time"" : ""06:11:16.819"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:10:16.928+0900"" }"," ""time"" : ""06:10:16.928"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:09:17.055+0900"" }"," ""time"" : ""06:09:17.055"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:08:17.199+0900"" }"," ""time"" : ""06:08:17.199"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:07:17.180+0900"" }"," ""time"" : ""06:07:17.180"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:06:17.286+0900"" }"," ""time"" : ""06:06:17.286"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:05:17.406+0900"" }"," ""time"" : ""06:05:17.406"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:04:17.524+0900"" }"," ""time"" : ""06:04:17.524"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:03:17.634+0900"" }"," ""time"" : ""06:03:17.634"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:02:17.751+0900"" }"," ""time"" : ""06:02:17.751"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:01:17.858+0900"" }"," ""time"" : ""06:01:17.858"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T15:00:17.965+0900"" }"," ""time"" : ""06:00:17.965"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:59:18.078+0900"" }"," ""time"" : ""05:59:18.078"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:58:18.196+0900"" }"," ""time"" : ""05:58:18.196"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:57:18.313+0900"" }"," ""time"" : ""05:57:18.313"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:56:18.422+0900"" }"," ""time"" : ""05:56:18.422"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:55:18.536+0900"" }"," ""time"" : ""05:55:18.536"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:54:18.638+0900"" }"," ""time"" : ""05:54:18.638"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:53:18.757+0900"" }"," ""time"" : ""05:53:18.757"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:52:18.850+0900"" }"," ""time"" : ""05:52:18.850"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:51:18.963+0900"" }"," ""time"" : ""05:51:18.963"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:50:19.067+0900"" }"," ""time"" : ""05:50:19.067"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:49:19.174+0900"" }"," ""time"" : ""05:49:19.174"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:48:19.285+0900"" }"," ""time"" : ""05:48:19.285"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:47:19.388+0900"" }"," ""time"" : ""05:47:19.388"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:46:19.485+0900"" }"," ""time"" : ""05:46:19.485"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:45:19.588+0900"" }"," ""time"" : ""05:45:19.588"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:44:19.683+0900"" }"," ""time"" : ""05:44:19.683"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:43:19.797+0900"" }"," ""time"" : ""05:43:19.797"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:42:19.905+0900"" }"," ""time"" : ""05:42:19.905"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:41:20.021+0900"" }"," ""time"" : ""05:41:20.021"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:40:20.132+0900"" }"," ""time"" : ""05:40:20.132"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:39:20.243+0900"" }"," ""time"" : ""05:39:20.243"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:38:20.349+0900"" }"," ""time"" : ""05:38:20.349"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:37:20.467+0900"" }"," ""time"" : ""05:37:20.467"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:36:20.548+0900"" }"," ""time"" : ""05:36:20.548"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:35:20.639+0900"" }"," ""time"" : ""05:35:20.639"""," ""rssi"" : -65 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:34:20.733+0900"" }"," ""time"" : ""05:34:20.733"""," ""rssi"" : -64 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:33:20.836+0900"" }"," ""time"" : ""05:33:20.836"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:32:20.922+0900"" }"," ""time"" : ""05:32:20.922"""," ""rssi"" : -65 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:31:21.024+0900"" }"," ""time"" : ""05:31:21.024"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:30:21.122+0900"" }"," ""time"" : ""05:30:21.122"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:29:21.211+0900"" }"," ""time"" : ""05:29:21.211"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:28:21.303+0900"" }"," ""time"" : ""05:28:21.303"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:27:21.389+0900"" }"," ""time"" : ""05:27:21.389"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:26:21.480+0900"" }"," ""time"" : ""05:26:21.480"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:25:21.577+0900"" }"," ""time"" : ""05:25:21.577"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:24:21.680+0900"" }"," ""time"" : ""05:24:21.680"""," ""rssi"" : -67 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:23:21.763+0900"" }"," ""time"" : ""05:23:21.763"""," ""rssi"" : -66 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:22:21.866+0900"" }"," ""time"" : ""05:22:21.866"""," ""rssi"" : -64 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:21:21.981+0900"" }"," ""time"" : ""05:21:21.981"""," ""rssi"" : -66 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:20:22.087+0900"" }"," ""time"" : ""05:20:22.087"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:19:22.202+0900"" }"," ""time"" : ""05:19:22.202"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:18:22.272+0900"" }"," ""time"" : ""05:18:22.272"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:17:22.363+0900"" }"," ""time"" : ""05:17:22.363"""," ""rssi"" : -63 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:16:22.469+0900"" }"," ""time"" : ""05:16:22.469"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:15:22.569+0900"" }"," ""time"" : ""05:15:22.569"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:14:22.659+0900"" }"," ""time"" : ""05:14:22.659"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:13:22.756+0900"" }"," ""time"" : ""05:13:22.756"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:12:22.856+0900"" }"," ""time"" : ""05:12:22.856"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:11:22.949+0900"" }"," ""time"" : ""05:11:22.949"""," ""rssi"" : -62 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:10:23.056+0900"" }"," ""time"" : ""05:10:23.056"""," ""rssi"" : -62 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:09:23.145+0900"" }"," ""time"" : ""05:09:23.145"""," ""rssi"" : -62 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:08:23.265+0900"" }"," ""time"" : ""05:08:23.265"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:07:23.367+0900"" }"," ""time"" : ""05:07:23.367"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:06:23.484+0900"" }"," ""time"" : ""05:06:23.484"""," ""rssi"" : -63 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:05:23.630+0900"" }"," ""time"" : ""05:05:23.630"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:04:23.712+0900"" }"," ""time"" : ""05:04:23.712"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:03:23.815+0900"" }"," ""time"" : ""05:03:23.815"""," ""rssi"" : -62 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:02:23.928+0900"" }"," ""time"" : ""05:02:23.928"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T14:01:24.026+0900"" }"," ""time"" : ""05:01:24.026"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T14:00:24.158+0900"" }"," ""time"" : ""05:00:24.158"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:59:24.233+0900"" }"," ""time"" : ""04:59:24.233"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:58:24.341+0900"" }"," ""time"" : ""04:58:24.341"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:57:24.439+0900"" }"," ""time"" : ""04:57:24.439"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:56:24.533+0900"" }"," ""time"" : ""04:56:24.533"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:55:24.642+0900"" }"," ""time"" : ""04:55:24.642"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:54:24.715+0900"" }"," ""time"" : ""04:54:24.715"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:53:24.829+0900"" }"," ""time"" : ""04:53:24.829"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:52:24.918+0900"" }"," ""time"" : ""04:52:24.918"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:51:25.013+0900"" }"," ""time"" : ""04:51:25.013"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:50:25.104+0900"" }"," ""time"" : ""04:50:25.104"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:49:25.193+0900"" }"," ""time"" : ""04:49:25.193"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:48:25.286+0900"" }"," ""time"" : ""04:48:25.286"""," ""rssi"" : -62 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:47:25.381+0900"" }"," ""time"" : ""04:47:25.381"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:46:25.484+0900"" }"," ""time"" : ""04:46:25.484"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:45:25.570+0900"" }"," ""time"" : ""04:45:25.570"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:44:25.667+0900"" }"," ""time"" : ""04:44:25.667"""," ""rssi"" : -74 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:43:25.775+0900"" }"," ""time"" : ""04:43:25.775"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:42:25.882+0900"" }"," ""time"" : ""04:42:25.882"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:41:25.984+0900"" }"," ""time"" : ""04:41:25.984"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:40:26.095+0900"" }"," ""time"" : ""04:40:26.095"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:39:26.199+0900"" }"," ""time"" : ""04:39:26.199"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:38:26.309+0900"" }"," ""time"" : ""04:38:26.309"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:37:26.411+0900"" }"," ""time"" : ""04:37:26.411"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:36:26.519+0900"" }"," ""time"" : ""04:36:26.519"""," ""rssi"" : -61 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:35:26.612+0900"" }"," ""time"" : ""04:35:26.612"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:34:26.623+0900"" }"," ""time"" : ""04:34:26.623"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:33:25.748+0900"" }"," ""time"" : ""04:33:25.748"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:32:25.855+0900"" }"," ""time"" : ""04:32:25.855"""," ""rssi"" : -59 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:31:25.959+0900"" }"," ""time"" : ""04:31:25.959"""," ""rssi"" : -59 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:30:26.049+0900"" }"," ""time"" : ""04:30:26.049"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:29:26.138+0900"" }"," ""time"" : ""04:29:26.138"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:28:27.284+0900"" }"," ""time"" : ""04:28:27.284"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:27:27.387+0900"" }"," ""time"" : ""04:27:27.387"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:26:27.487+0900"" }"," ""time"" : ""04:26:27.487"""," ""rssi"" : -60 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:25:27.587+0900"" }"," ""time"" : ""04:25:27.587"""," ""rssi"" : -59 }"
" ""ilu"" : 691"," ""datetime"" : { ""$date"" : ""2015-07-03T13:24:27.681+0900"" }"," ""time"" : ""04:24:27.681"""," ""rssi"" : -59 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:23:27.364+0900"" }"," ""time"" : ""04:23:27.364"""," ""rssi"" : -59 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:22:26.820+0900"" }"," ""time"" : ""04:22:26.820"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:21:26.923+0900"" }"," ""time"" : ""04:21:26.923"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:20:27.022+0900"" }"," ""time"" : ""04:20:27.022"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:19:27.130+0900"" }"," ""time"" : ""04:19:27.130"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:18:27.215+0900"" }"," ""time"" : ""04:18:27.215"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:17:28.363+0900"" }"," ""time"" : ""04:17:28.363"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:16:28.447+0900"" }"," ""time"" : ""04:16:28.447"""," ""rssi"" : -61 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:15:28.537+0900"" }"," ""time"" : ""04:15:28.537"""," ""rssi"" : -60 }"
" ""ilu"" : 692"," ""datetime"" : { ""$date"" : ""2015-07-03T13:14:27.581+0900"" }"," ""time"" : ""04:14:27.581"""," ""rssi"" : -60 }"
